max_depth,min_samples_split,min_samples_leaf,ccp_alpha,val_mae,val_rmse,val_r2,test_mae,test_rmse,test_r2
2,91,7,0.00035,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,7,0.00045,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,7,0.00055,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,7,0.00065,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,7,0.00075,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,8,0.00025,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,8,0.00035,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,8,0.00045,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,8,0.00055,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,8,0.00065,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,8,0.00075,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,9,0.00025,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,9,0.00035,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,9,0.00045,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,9,0.00055,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,9,0.00065,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,9,0.00075,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,10,0.00025,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,10,0.00035,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,10,0.00045,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,10,0.00055,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,10,0.00065,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,10,0.00075,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,11,0.00025,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,11,0.00035,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,11,0.00045,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,11,0.00055,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,11,0.00065,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,91,11,0.00075,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,1,0.00025,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,1,0.00035,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,1,0.00045,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,1,0.00055,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,1,0.00065,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,1,0.00075,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,2,0.00025,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,2,0.00035,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,2,0.00045,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,2,0.00055,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,2,0.00065,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,2,0.00075,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,3,0.00025,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,3,0.00035,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,3,0.00045,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,3,0.00055,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,3,0.00065,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,3,0.00075,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,4,0.00025,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,4,0.00035,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,4,0.00045,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,4,0.00055,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,4,0.00065,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,4,0.00075,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,5,0.00025,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,5,0.00035,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,5,0.00045,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,5,0.00055,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,5,0.00065,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,5,0.00075,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,6,0.00025,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,6,0.00035,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,6,0.00045,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,6,0.00055,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,6,0.00065,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,6,0.00075,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,7,0.00025,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,7,0.00035,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,7,0.00045,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,7,0.00055,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,7,0.00065,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,7,0.00075,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,8,0.00025,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,8,0.00035,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,8,0.00045,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,8,0.00055,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,8,0.00065,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,8,0.00075,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,9,0.00025,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,9,0.00035,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,9,0.00045,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,9,0.00055,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,9,0.00065,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,9,0.00075,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,10,0.00025,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,10,0.00035,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,10,0.00045,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,10,0.00055,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,10,0.00065,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,10,0.00075,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,11,0.00025,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,11,0.00035,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,11,0.00045,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,11,0.00055,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,11,0.00065,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,92,11,0.00075,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,93,1,0.00025,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,93,1,0.00035,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,93,1,0.00045,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,93,1,0.00055,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,93,1,0.00065,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,93,1,0.00075,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,93,2,0.00025,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,93,2,0.00035,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,93,2,0.00045,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,93,2,0.00055,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,93,2,0.00065,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,93,2,0.00075,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,93,3,0.00025,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,93,3,0.00035,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
2,93,3,0.00045,0.35767367609820544,0.4359937065729216,0.0948070848990723,0.3522780163186417,0.41796959526324634,0.17836159956067232
